0.000000000000000000e+00	6.095999999999999197e-01	5.000000000000000278e-02
0.000000000000000000e+00	1.310639999999999894e+01	1.000000000000000000e+00
1.000000000000000056e-01	0.000000000000000000e+00	4.000002594026992875e-01
1.000000000000000056e-01	7.619999999999999218e+00	3.999989048926657076e-01
1.000000000000000056e-01	9.144000000000000128e+00	7.999931525609422778e-01
2.000000000000000111e-01	3.047999999999999599e+00	9.000109699310407940e-01
2.000000000000000111e-01	7.620000000000000107e+00	2.999999999999999889e-01
2.000000000000000111e-01	7.619999999999999218e+00	8.000005970666118627e-01
2.999999999999999889e-01	1.523999999999999799e+00	9.000054347826086376e-01
4.000000000000000222e-01	7.619999999999999218e+00	9.000121250496789793e-01
5.999999999999999778e-01	9.144000000000000128e+00	5.999973736737052032e-01
5.999999999999999778e-01	1.066799999999999926e+01	4.000011066721261832e-01
5.999999999999999778e-01	1.188719999999999999e+01	4.999698085864372199e-02
6.999999999999999556e-01	9.144000000000000128e+00	9.000242210723327085e-01
7.500000000000000000e-01	6.096000000000000307e-01	2.999999999999999889e-01
7.500000000000000000e-01	1.188719999999999999e+01	7.999973964774339530e-01
8.000000000000000444e-01	6.095999999999999197e-01	1.000000000000000000e+00
8.499999999999999778e-01	1.524000000000000021e+00	2.999999999999999889e-01
9.000000000000000222e-01	0.000000000000000000e+00	8.000009439149340373e-01
9.000000000000000222e-01	9.144000000000000128e+00	2.000052374530265908e-01
