8.840000000000000080e-01 7.469999999999999973e-01 -1.806558100000000069e-02
8.499999999999999778e-01 4.000000000000000222e-01 1.248923600000000078e-02
8.000000000000000444e-01 5.999999999999999778e-01 2.135864499999999902e-02
6.929999999999999494e-01 4.480000000000000093e-01 3.281727599999999939e-02
6.260000000000000009e-01 1.600000000000000089e+00 8.498884999999999426e-03
6.999999999999999556e-01 4.000000000000000222e-01 3.936421500000000101e-02
8.780000000000000027e-01 1.088000000000000078e+00 -5.622779099999999919e-02
8.599999999999999867e-01 9.000000000000000222e-01 -5.091460500000000167e-02
7.189999999999999725e-01 1.760000000000000009e+00 -6.294810700000000314e-02
8.699999999999999956e-01 5.000000000000000000e-01 -1.828486999999999951e-03
8.739999999999999991e-01 1.010000000000000009e+00 -5.676673200000000030e-02
7.700000000000000178e-01 1.399999999999999911e+00 -4.292855100000000229e-02
8.187499999999999778e-01 1.949999999999999956e+00 -6.870473500000000289e-02
7.249999999999999778e-01 1.300000000000000044e+00 -1.126132000000000001e-02
7.937499999999999556e-01 5.500000000000000444e-01 2.288745600000000047e-02
8.900000000000000133e-01 1.600000000000000089e+00 -9.247035000000000671e-03
7.740000000000000213e-01 1.215999999999999970e+00 -2.675861699999999843e-02
6.590000000000000302e-01 1.120000000000000107e+00 5.368619699999999800e-02
6.400000000000000133e-01 6.999999999999999556e-01 3.157032099999999841e-02
6.109999999999999876e-01 5.440000000000000391e-01 3.103509900000000002e-02
8.219999999999999529e-01 1.709999999999999964e+00 -7.581544599999999468e-02
8.800000000000000044e-01 1.600000000000000089e+00 -3.351800800000000191e-02
8.249999999999999556e-01 2.000000000000000000e+00 -6.847630799999999962e-02
6.909999999999999476e-01 1.663999999999999924e+00 -2.591490899999999986e-02
7.874999999999999778e-01 8.000000000000000444e-01 1.157054300000000084e-02
6.169999999999999929e-01 7.359999999999999876e-01 4.608039700000000211e-02
8.000000000000000444e-01 1.000000000000000000e+00 -7.505649999999999995e-03
8.249999999999999556e-01 8.000000000000000444e-01 -2.058797600000000089e-02
9.000000000000000222e-01 1.100000000000000089e+00 3.886431000000000087e-03
6.710000000000000409e-01 1.695999999999999952e+00 -1.764736500000000166e-02
6.500000000000000222e-01 2.000000000000000000e+00 -7.252734199999999465e-02
9.000000000000000222e-01 6.999999999999999556e-01 1.360403000000000046e-03
8.060000000000000497e-01 1.471999999999999975e+00 -6.530004100000000311e-02
8.900000000000000133e-01 1.100000000000000089e+00 -3.224500000000000283e-02
7.289999999999999813e-01 6.400000000000000133e-01 4.835611000000000076e-02
8.900000000000000133e-01 1.300000000000000044e+00 -2.965780700000000131e-02
8.429999999999999716e-01 9.599999999999999645e-01 -5.148684600000000278e-02
8.699999999999999956e-01 4.000000000000000222e-01 2.473088099999999970e-02
7.312499999999999556e-01 6.500000000000000222e-01 4.666633299999999734e-02
8.100000000000000533e-01 1.824000000000000066e+00 -7.784873200000000382e-02
6.670000000000000373e-01 5.330000000000000293e-01 5.668577600000000022e-02
7.820000000000000284e-01 1.919999999999999929e+00 -8.997633700000000345e-02
7.249999999999999778e-01 9.000000000000000222e-01 5.643571000000000004e-03
8.900000000000000133e-01 1.500000000000000000e+00 -1.873373700000000031e-02
6.500000000000000222e-01 1.600000000000000089e+00 4.974988999999999974e-03
6.760000000000000453e-01 4.159999999999999809e-01 3.534162999999999888e-02
7.219999999999999751e-01 1.792000000000000037e+00 -7.968019699999999428e-02
7.874999999999999778e-01 1.399999999999999911e+00 -5.325996300000000044e-02
8.860000000000000098e-01 6.079999999999999849e-01 -8.589710000000000401e-03
6.550000000000000266e-01 1.471999999999999975e+00 1.466434099999999914e-02
