6.199999999999999956e-01 4.000000000000000222e-01 3.749989399999999889e-02
9.050000000000000266e-01 1.870000000000000107e+00 6.740704999999999614e-02
7.910000000000000364e-01 5.869999999999999662e-01 2.214490100000000156e-02
7.900000000000000355e-01 1.983999999999999986e+00 -7.469622200000000656e-02
7.874999999999999778e-01 6.999999999999999556e-01 6.803453000000000105e-03
6.360000000000000098e-01 1.070000000000000062e+00 5.038003900000000146e-02
6.929999999999999494e-01 4.480000000000000093e-01 3.281727599999999939e-02
8.120000000000000551e-01 1.489999999999999991e+00 -6.664552299999999818e-02
8.579999999999999849e-01 1.568000000000000060e+00 -5.623417199999999894e-02
7.500000000000000000e-01 8.639999999999999902e-01 1.325074499999999954e-02
8.800000000000000044e-01 1.699999999999999956e+00 -2.056902400000000172e-02
6.790000000000000480e-01 1.407999999999999918e+00 1.642129599999999842e-02
8.900000000000000133e-01 5.999999999999999778e-01 -6.884689999999999734e-03
8.499999999999999778e-01 4.000000000000000222e-01 1.248923600000000078e-02
9.000000000000000222e-01 5.999999999999999778e-01 4.361893999999999841e-03
8.900000000000000133e-01 1.000000000000000000e+00 -2.884792300000000101e-02
8.900000000000000133e-01 1.899999999999999911e+00 9.101240100000000666e-02
7.179999999999999716e-01 5.759999999999999565e-01 3.742968700000000315e-02
8.900000000000000133e-01 1.300000000000000044e+00 -2.965780700000000131e-02
8.000000000000000444e-01 4.000000000000000222e-01 2.560025000000000148e-02
7.740000000000000213e-01 1.215999999999999970e+00 -2.675861699999999843e-02
7.750000000000000222e-01 1.600000000000000089e+00 -7.743714999999999626e-02
5.999999999999999778e-01 1.399999999999999911e+00 2.205893700000000068e-02
8.599999999999999867e-01 5.000000000000000000e-01 -1.025183999999999948e-03
7.580000000000000071e-01 6.720000000000000417e-01 2.628291699999999939e-02
5.999999999999999778e-01 2.000000000000000000e+00 -3.338141099999999972e-02
8.529999999999999805e-01 1.389999999999999902e+00 -6.397074899999999342e-02
6.770000000000000462e-01 9.919999999999999929e-01 3.398570699999999695e-02
6.750000000000000444e-01 1.792000000000000037e+00 -3.469531900000000224e-02
7.299999999999999822e-01 8.319999999999999618e-01 1.142290600000000003e-02
7.500000000000000000e-01 1.969999999999999973e+00 -9.050140399999999363e-02
6.500000000000000222e-01 2.000000000000000000e+00 -7.252734199999999465e-02
8.800000000000000044e-01 1.600000000000000089e+00 -3.351800800000000191e-02
6.330000000000000071e-01 1.951999999999999957e+00 -3.800414399999999665e-02
7.600000000000000089e-01 8.529999999999999805e-01 2.322461199999999865e-02
8.499999999999999778e-01 1.800000000000000044e+00 -4.808988299999999994e-02
6.750000000000000444e-01 1.699999999999999956e+00 -2.062864299999999859e-02
7.820000000000000284e-01 1.919999999999999929e+00 -8.997633700000000345e-02
7.620000000000000107e-01 1.887999999999999901e+00 -7.686547000000000518e-02
7.059999999999999609e-01 9.919999999999999929e-01 1.479037000000000060e-02
6.770000000000000462e-01 1.919999999999999929e+00 -7.120524599999999982e-02
7.259999999999999787e-01 1.600000000000000089e+00 -4.157379299999999778e-02
6.989999999999999547e-01 8.639999999999999902e-01 1.522651499999999949e-02
8.900000000000000133e-01 1.699999999999999956e+00 8.521308000000000007e-03
8.000000000000000444e-01 1.000000000000000000e+00 -7.505649999999999995e-03
8.249999999999999556e-01 8.000000000000000444e-01 -2.058797600000000089e-02
8.499999999999999778e-01 8.000000000000000444e-01 -3.734943000000000290e-02
8.339999999999999636e-01 1.727999999999999980e+00 -6.840890800000000438e-02
6.690000000000000391e-01 1.024000000000000021e+00 4.464991599999999783e-02
7.249999999999999778e-01 1.500000000000000000e+00 -2.987945499999999921e-02
8.000000000000000444e-01 8.000000000000000444e-01 -2.959349000000000007e-03
8.900000000000000133e-01 1.399999999999999911e+00 -2.498306000000000138e-02
8.259999999999999565e-01 8.960000000000000187e-01 -3.413877500000000315e-02
6.979999999999999538e-01 4.799999999999999822e-01 2.988306500000000032e-02
7.249999999999999778e-01 1.000000000000000000e+00 5.197646999999999684e-03
8.249999999999999556e-01 5.000000000000000000e-01 1.223488499999999916e-02
6.029999999999999805e-01 8.960000000000000187e-01 6.293887600000000471e-02
7.125000000000000222e-01 1.899999999999999911e+00 -1.042560579999999987e-01
8.820000000000000062e-01 1.344000000000000083e+00 -4.767615099999999995e-02
