Vhub	Hs	WaveDir	Tp	PlatformDir	rf4_RootMxc1	RootMyc1	TwrBsMxt	TwrBsMyt	Anch1Ten	Anch2Ten	Anch3Ten
-0.9521999523255364	-0.5235949737798372	0.7771970177396708	-0.2920120451535378	-0.301729403547897	4498.830142901409	1509.0011403036149	3624.664366967423	15323.99220424688	68.1818489691289	19.11555099662545	114.02695627697246
-0.9228029308967232	0.3312203274328631	-0.4189162768524573	0.5208992841795737	0.3483432172901516	4510.447049141865	1386.981235928182	6688.256000807485	15058.701471783424	78.74144243204262	109.04558070163638	16.757502660882977
-0.9203660068666326	-0.5751824596779173	-0.7004166688241406	-0.3093256663294944	0.055633170175948	4512.340953176681	1382.2356632322064	2978.694552298471	15259.764708293447	88.45632897956038	55.66900199435075	55.3510772253741
-0.8879686162906925	0.3978320998020954	0.6212618864707464	0.6133702748547545	0.5092760079978571	4609.100239249815	1475.6574791778353	7468.002524916408	14435.6602631988	57.81297496279701	127.91762683066428	35.344344422713945
-0.8650022056948404	0.2218175986877517	-0.9920588834306469	0.769288414327847	0.1338549386504515	4601.31237151664	1502.429428427521	2427.786214569612	15528.638183877654	88.92438182019795	71.88109267828027	41.48339680567683
-0.8094933519667109	-0.0586193986883488	-0.3941024713281725	0.4279037298734305	-0.1681641403887488	4620.08079996094	1358.4910623093936	6090.546939364079	14314.974432484869	75.71042907515948	17.40341922118669	92.15164122474168
-0.7369680699255353	-0.5066604775313988	0.9179787642672376	-0.001769551762471	0.4802318438763733	4654.16086168979	1495.840048088278	3239.983771057236	13956.065823482944	55.68167261346749	120.60457117264032	30.223469446093223
-0.7039921953184083	0.7014847368351367	-0.4080100527137883	0.006367238078262	0.5936277647580124	4665.118228586817	1377.9706019094417	12293.187652826047	12718.903085869571	39.23462835526062	122.06898998384426	42.957483285262406
-0.658775328855671	-0.8217330529671623	0.6875543412191574	0.7305376960444896	0.4090198898301527	4699.2802308000255	1604.8567622863509	3759.642525192253	13515.744584122867	50.20506027917276	101.49742280677047	23.122864837241192
-0.6429897714632293	0.5077112844366221	0.0589398524865141	0.7878710234886753	0.7625252734998984	4706.888226782954	1518.8944132947834	2566.2785477601774	15587.272280259212	20.599513298007743	82.92186867193632	53.094196679756415
-0.5821480975244624	-0.5551940175419016	0.3160772739991406	-0.3931824157197831	0.7918375694409293	4742.8961483419325	1783.0841239882834	3140.141730020228	13975.579779042946	25.827989511820405	69.74327954278247	58.87498240334487
-0.5409568057273455	-0.8289396983447574	-0.2897949800804846	-0.1036543802821306	-0.2764442300770189	4825.844220815306	2098.7496344589854	3874.823892786991	14163.71265380402	45.624773453071406	24.92108090522133	94.85930289046176
-0.5274642121285422	-0.7626782762315174	-0.1999845451952964	-0.8136786270645899	-0.2470047515276228	4829.806269975319	2077.5463891980976	4443.167469997574	15057.86078114169	46.87617523611326	23.945561382372656	90.9673087501406
-0.5029283413113474	0.8940982539548896	-0.7411851865803731	-0.6394558857114901	-0.0850824358082066	4843.253542464056	2167.465364063341	13499.57127828202	20205.26217553687	51.51799766415495	24.584489300025407	65.6364225870709
-0.3952026191823636	0.7185965862404897	0.4272429708277824	-0.8805991653582611	-0.2279524964368778	4863.997444440176	1916.58139009294	10803.326033869082	20894.99508968867	45.64703374030208	21.803672328544245	85.07762449303654
-0.3623133000260464	-0.9922298923623166	0.7841209275132814	-0.7335291376378673	0.0899421720950517	4899.353326009025	1961.9461035516813	3752.813494282225	17141.125338714875	49.46152324324856	43.932351492754975	39.615418685330816
-0.3393449282647007	-0.6833669511909833	0.1217468176647693	0.5506115021891905	0.3776360741493807	4950.473873944376	2358.5909655355763	3881.2039357431454	21824.12175645756	41.61662718179997	85.40664880183499	22.632550891319923
-0.3143558106820409	-0.0405903284767411	0.3428434412387196	0.405018344058242	0.2106950854918334	4980.719591807615	2367.012930789046	6129.704302944336	24965.09985632013	46.796688787466735	60.71036670922183	28.02327747130788
-0.2983570384816114	-0.4219159685582352	-0.5516650164000272	-0.5796158911813967	-0.2697452428862984	5010.66565520511	2476.820057735763	9826.504449727554	24048.1893581209	39.38689116542302	26.22192889932485	85.96273407269653
-0.2956345135147131	0.4275801330353479	0.931254411004476	-0.4298907080151161	0.7707352670223359	5018.1330870654765	2448.199186881359	8647.525662025917	26767.373655872256	28.63595686177044	70.73695342019275	43.74460815421023
-0.1920202434647004	-0.1277314241098587	-0.4603088556378014	0.4202247753395487	-0.4570206017671123	5124.5309843021405	2833.146864189084	12982.12146965316	27319.45005945251	42.49340389743086	38.53950225160112	147.26908077354395
-0.1905611158028644	-0.8878160040172278	0.6277583484646703	-0.5191812881916308	-0.1397016807213267	5126.745954355134	2854.7631333501176	9837.586444546903	27680.688753394475	61.20804007949823	47.20898705743573	98.88918255634832
-0.0633190801530136	-0.2695524896333039	-0.1328532447298376	0.1160651033454067	-0.0529637434675156	5226.034964332972	3210.166320743313	11006.899476077404	36167.00521641575	63.58709445718848	59.00015037528208	93.53344120255076
-0.0428533490123923	0.4430093396282566	0.2745600634617364	-0.6957672729660433	-0.6700339279859153	5294.2360086964445	3323.460236087948	11370.430726972832	39551.48685218009	59.8740488272957	61.040338372043216	119.6768899913854
-0.0294020474614973	-0.3831864173908911	-0.7249671388677607	-0.2717109230205772	-0.353531433734628	5280.971477052939	3383.8880639114686	14737.919296557284	44048.33089391592	56.64210414981929	32.95392906383935	107.08300444683044
-0.0062147601948128	-0.355687568819046	0.6198064469968398	0.3409800204281419	0.1298911835161913	5224.05894223516	3389.3803615724364	15515.492705762646	44718.344744750655	76.0175948220515	74.37874982086187	64.45608256177547
0.0340834894806612	-0.3198196096628124	0.0401493889237956	-0.1988449572002228	-0.1506073489997566	5267.015373002141	3481.197885347477	10486.460390038656	44973.520613928005	75.28165666232938	62.147039102792085	80.88212420199935
0.0428202439054416	0.258181067147802	0.2809494508196646	0.927203551954456	-0.5517810948935437	5304.430620494962	3481.432037609172	10962.707904178662	45628.66140556344	28.872879814842825	44.5124770225549	119.62927889733216
0.1505902831183354	0.0789958502512142	0.818916189213728	-0.2998678417085429	0.812784535985612	5386.305251127599	3477.603329579837	22396.05081674683	50129.05051557363	63.22578076782581	87.3380495493931	64.39169849053094
0.2514000252697928	0.893687643383	-0.9317222984341564	-0.946911211189176	0.5282140730082254	5505.260750054291	3750.469896298799	12739.55689099253	48542.97645491604	33.10151439872924	130.59612827426227	33.506795269718054
0.2631937982226721	-0.6876930138137032	0.5287304385539537	0.2390308714035622	0.0365621944758316	5470.980914289913	3795.3004809401928	14441.977712770116	40421.39870909314	56.43065709914416	59.41310087150415	69.78086676106537
0.2945067547479673	-0.1584266273549995	0.0465496315327682	-0.5249598261748222	-0.377819069656814	5472.975292594319	3894.819923506516	11656.7646795994	41765.76608296212	45.45121515577304	38.306613633724304	137.73953859756028
0.3131145101093136	0.7385400853948438	0.4628667584188889	0.9504343273549553	1.0317000132335168	5468.062758482893	3908.002845613964	17688.449108408833	42062.736948311605	153.30342817578034	36.0020048715545	37.322334702747085
0.328056059218704	0.2306488074696442	-0.857702854389368	-0.3459128135871769	0.0258319690519128	5458.3846470580975	3974.857435317924	14051.703931092	41634.55620401545	58.335432947408165	63.23938490091752	77.48093691438713
0.334819637150501	0.9774565039300724	-0.5190582787792044	-0.9791235522212942	0.0240281698997548	5486.460901023184	3913.1069928265056	35387.03064505654	39218.68441291077	58.00568178806672	64.15729583200427	77.47384941038764
0.454803189626794	-0.5643764341041003	-0.9860198173947878	0.8181754355571544	0.7520382516741264	5742.601090286278	4381.280842876381	9911.503091342713	36471.992331879774	67.08685057175974	123.89233305730238	28.10463378367613
0.4868165816519188	-0.5110499320921247	0.5561307319534501	-0.778116930967747	-0.5536029937977072	5714.265456326254	4456.007821056051	14906.800650445062	35376.81251732146	44.90897160514281	34.8071100856503	169.40916265832095
0.5052183088054494	0.1251256884132838	0.8931145008355165	0.2030264436603375	-0.4940962852795062	5754.3105901750605	4462.34358393998	17236.042994257816	35971.31326529578	36.87132775937507	36.31797180345916	185.6457155706096
