-1.625129377854311219e+00	-1.141673831347216755e-01	4.465231257402573206e-01	1.073603556110785284e+00	-9.341911628655123756e-02
-1.612299722237293897e+00	1.327833606091523455e+00	5.571917750338872821e-01	-1.574856824630827545e-01	-9.680833788999416711e-01
-1.593783961813588057e+00	1.290470830923856838e+00	1.275184011381693239e+00	1.544246144877482685e+00	-5.349995385992208918e-01
-1.591313160092555634e+00	-7.573085078990556829e-01	2.164234418100339230e-01	-8.081545782962638036e-01	-1.248202263544447438e-01
-1.403314783168566837e+00	1.173711121431964211e+00	1.107026888757535854e+00	6.036693600994754716e-01	-2.261844261135845802e-01
-1.389440765729200500e+00	1.168043874606050636e+00	-5.349027329005624498e-01	-1.115587793498811653e+00	8.626262745513701979e-01
-1.340651433955002414e+00	-4.735522979349298667e-01	1.543725118886164482e-01	-6.660415173694723689e-01	-9.113431704855711191e-01
-1.336103837145611983e+00	1.208070581414112610e+00	-1.020962409940114668e+00	8.273770163353938445e-02	1.278199508927425621e-01
-1.335340965709387095e+00	-3.251691102113193899e-01	1.299223806723776464e+00	-9.507941286666667935e-01	1.313474399917597291e+00
-1.295301595784443371e+00	9.958630334982269128e-01	-4.159859266606771300e-01	6.025570076255896135e-01	-6.331589881831216349e-02
-1.249104721852008826e+00	-1.322797594250233688e+00	1.272268656890908900e-01	9.398464180738249629e-01	-1.560597396464808106e+00
-1.102416774432042779e+00	5.238755670791356289e-01	-9.978574786495620907e-01	-6.091497968142178809e-01	1.220900395980628828e+00
-1.068414074731347529e+00	-4.086498051337174586e-01	3.124078756681714641e-01	1.674757539045802934e+00	3.764701923561927788e-01
-1.039835780612682781e+00	-4.548576296754827664e-01	-1.150025689987641958e-01	-1.292692589303668704e+00	6.300223294312152778e-01
-1.013996368824743755e+00	1.579091296334971917e+00	4.652182821093729381e-01	7.045136244929576241e-01	1.892503755051358483e-01
-9.670872532229278784e-01	4.779645953278827131e-01	-5.463391032001534142e-02	-5.474095814192775356e-01	-5.014009892451624928e-02
-9.110770081421379896e-01	1.491520656332341987e+00	7.356810654133713046e-01	-1.474921471012874408e+00	-1.047876024105259596e+00
-8.865380104054200183e-01	6.515530103945058604e-01	1.515800203588361539e+00	-9.332371538264757627e-01	4.019834164354134098e-01
-8.642177332343976559e-01	1.446873050682289330e+00	-1.366012215675448171e+00	2.374951473057467233e-01	1.304052287419288580e+00
-7.463733726410873848e-01	-1.252797684251572008e+00	-1.982693207019526060e-01	-1.267260750591331808e+00	-3.155240509538575489e-01
-7.439511461205562393e-01	1.306217865815996193e+00	7.375723678657210014e-01	1.656068438269900245e+00	1.124842227728889643e+00
-6.537911016991969637e-01	-1.019129256847931098e+00	1.440952677260753934e+00	-1.533317680225494417e+00	9.564750125193790531e-01
-5.807852003195185242e-01	8.120704644713094833e-01	-1.480217236734635788e+00	-9.590933641425974931e-01	1.129861612022378559e+00
-5.664627057859543680e-01	-1.387952744911348679e+00	-7.486485897716854687e-01	1.381112051111532901e+00	7.298994444937628723e-02
-5.484474802283029193e-01	-1.451803566443394367e+00	-9.982326137930721544e-01	1.498235992987577259e+00	1.060096720305016893e+00
-5.275747891171843618e-01	5.332835152542660939e-01	5.185371022037721378e-01	-8.928345725290125490e-01	-4.349376907634801004e-01
-4.358497414279138282e-01	1.510515311033120645e+00	6.346745131064093215e-01	1.042750438888269349e+00	3.571409987984216494e-01
-3.251272718128931372e-01	9.346810395290082452e-02	-1.320747521704970673e+00	-3.813473393293692060e-01	5.968705629363458831e-01
-2.046990854388690551e-01	3.087554378428619128e-01	-6.208991015777584055e-01	-1.039113914978955444e+00	-1.322550604328340818e+00
-1.747381622936802215e-01	-7.620258220263970150e-01	-1.464907812170648915e+00	7.813536170158366101e-01	-3.816296507501324431e-01
-1.554571980427676414e-01	-1.244257449374134072e+00	-1.521381759062469419e+00	-3.220548606635493805e-01	-1.236869823838320226e+00
-1.376278689858920212e-01	9.977053048877895236e-01	-3.459676084342339086e-01	1.144025468305782889e+00	1.593377159325118697e+00
-9.790972417732071720e-02	-5.370724889279165915e-01	8.912586041038688123e-01	-1.826495258196579874e-01	-7.000022056253527580e-01
-7.335099686124592344e-02	-1.528454597642659785e+00	-8.753584970054395509e-01	5.511567679419389076e-01	6.255502005823936340e-01
-4.629958591735337109e-02	8.210902907467366729e-01	1.451107431083202171e+00	3.075580088451689287e-01	-1.806356621570946563e+00
-2.350347371848934483e-02	-1.108953500892615907e+00	-9.370113622045622703e-01	2.621107154697808195e-01	1.008888702651563163e+00
5.705435425580098613e-02	7.955910481808502466e-01	-2.086108242574455374e-01	-1.802799433870287127e-01	1.203041137741403865e+00
1.149833902460341423e-01	1.466946838958876898e-01	-7.134546807602057950e-01	-5.658385401351736510e-01	-9.198171287394241169e-01
1.621162797676309886e-01	-1.447263600038903419e+00	-1.081822056504039065e+00	1.676618275099493571e+00	1.111655636858684737e+00
2.474940445208038131e-01	-7.722892219967925076e-01	-5.232652407519010618e-01	-1.504935248339998255e+00	-1.062658397554717971e-01
2.482713728723529578e-01	-1.052878560881228109e+00	-1.572287174198224946e+00	-5.135783230631636442e-01	-6.266623513207746354e-01
2.898171900850782245e-01	3.531845936221625903e-01	-1.421023094105956952e+00	2.351244057508942997e-01	-7.593488181568626150e-01
3.467379981356195628e-01	1.569068795088400359e+00	1.571387953752445832e-01	-1.770394393835885427e-01	2.517722283575249409e-02
3.881074683032372241e-01	-1.100511376715674200e-01	-3.648313152355674993e-01	1.472733172441618166e+00	1.467878888220741085e-01
4.436731454377565997e-01	4.000805287919531050e-01	9.748682747513679470e-01	1.415841459793020896e+00	6.883361348890382203e-01
4.559143116187257538e-01	-1.332054948297477504e-01	1.738746597139442240e-01	-1.300189290118151098e+00	4.921746777089596181e-01
5.797198815107419412e-01	-8.604211384419309105e-01	-1.218287717361942191e+00	-3.903523478130935809e-01	4.454185646064868220e-01
7.092273940377167296e-01	-8.536420318499022830e-01	-1.547535695299108616e+00	-1.549405009270600653e+00	-8.910926220869406222e-01
7.165396240901574787e-01	-1.620260323769145971e+00	7.782608784099327437e-01	-5.841957483799300466e-01	1.776153025956820564e+00
7.323210991247053325e-01	1.378865942162541547e+00	-3.182030028501830476e-01	-7.741805781204177395e-01	4.993916681285073267e-01
7.377916569153911697e-01	3.232780277768628752e-01	1.312310598807003625e+00	9.298473329439996826e-01	1.046399754571652352e+00
8.326807982032599087e-01	-5.323746859933967679e-01	-1.009740578786934018e+00	8.187110993345614318e-01	-1.203584447141817559e+00
8.376778250605690923e-01	-3.714154512030896221e-02	1.564159569936685479e+00	-1.318212925154598203e+00	1.804561830063655004e+00
8.428407780973933283e-01	1.003308208317714723e+00	1.163825947107797187e+00	1.581701580662671081e+00	-7.309051821468116605e-01
8.849506500986571433e-01	6.546354932308108276e-01	-4.661255040835741159e-01	-4.381479830051504543e-02	3.330601821541848695e-01
9.228478652955689476e-01	-1.198946455946699130e+00	1.963922279515239178e-01	-2.169153824539009900e-01	-1.140078923303760927e+00
9.341887507267804258e-01	3.623773500537904591e-01	-1.420004493733107997e+00	1.053318105793069392e+00	-1.017716490071477686e+00
1.097837268426991919e+00	-5.242420378250025603e-01	5.617002640587068774e-01	7.061726292059803400e-01	6.038871534731784507e-01
1.115801934347914415e+00	7.212723358047744560e-01	-1.550738080350963166e+00	1.221417305355856797e+00	-1.647586320750513700e+00
1.191267525593874499e+00	-1.643517146584731581e+00	1.430744819022469860e+00	3.332227017807283254e-01	3.753811553266518941e-01
1.208294415531517618e+00	-9.081591829490236467e-01	-1.339922700114948739e+00	-1.195008226286682129e+00	-1.290188179148887393e+00
1.234739277303323668e+00	-3.771548747594866136e-02	-1.149705945560715925e+00	1.865199771210047375e-01	3.225014397535208577e-01
1.241665054735783702e+00	-9.464327018235620947e-01	7.851945567394911230e-01	9.109850295513670371e-02	1.592407450366460031e+00
1.261334342989951951e+00	-1.032773444493429560e+00	7.691371653971403877e-01	3.187592773350497177e-01	7.006311107715291753e-01
1.434785005745778275e+00	-2.145870723595169616e-01	-8.856605238681161674e-02	5.120004407295827287e-01	-1.504450178605148736e+00
1.467735885296045595e+00	-2.155899146006954037e-01	-7.356755717611870304e-01	1.573397984778813319e+00	-1.090926661955933019e+00
1.491945365993746719e+00	-2.106797523952951348e-02	1.538829819480187933e+00	-1.546098242780450827e+00	-1.269824877821793097e+00
1.537370096115016072e+00	1.510092335523844920e+00	1.390112527256974984e+00	3.766577939713302431e-02	1.332457705247911961e-01
1.546728921357933384e+00	4.814439519678962998e-01	1.032411422026501713e+00	-1.252667154271422056e+00	1.389716603489899338e+00
1.583990381154572802e+00	-3.719715400027402974e-01	9.500843644164211899e-01	6.859912419455791444e-01	-6.468928725521965184e-01
-1.670589720981667137e+00	-1.479030089598415643e+00	1.373809938939460684e+00	-7.309026957573212524e-01	-1.342524869846251301e+00
-3.262826399834003466e-01	-1.672364038330123259e+00	1.517756544204665881e-01	-1.137367636072790233e+00	1.302645869637426290e-01
-1.665907740948786353e+00	-8.783305813083271130e-02	-1.792054335200719883e+00	1.066335210747634044e+00	-2.081858491507286857e+00
