-1.695626948861318040e+00	2.516254633659120721e-01
-1.578563143848390027e+00	9.298425808180849420e-03
-1.519351954272211591e+00	2.316509752315090709e-01
-1.440781083209377478e+00	1.333389236967255753e+00
-1.401156004143109479e+00	1.840199703066636161e+00
-1.370248442471420747e+00	6.397150027318161403e-01
-1.302206520989041882e+00	4.958364732635873739e-01
-1.243221760436105772e+00	2.454609306163827998e-01
-1.167707681186955559e+00	-4.505660783784720680e-01
-1.120044371795810179e+00	1.642880107510437671e-01
-1.068305339986415747e+00	-1.202888809689391492e+00
-1.027661330315582378e+00	1.149276944713717219e+00
-9.479583141365741650e-01	-1.082840339655909201e+00
-8.728970929338835116e-01	-2.577349373889225581e-01
-8.413102441924927843e-01	7.221059326215835128e-01
-7.836840577789605522e-01	-1.392425189749553649e+00
-7.130382025293825476e-01	9.545730037783055344e-02
-6.644691770452930690e-01	1.629505875495828926e+00
-5.882758107264408620e-01	8.818536430555541372e-01
-5.317817694290951636e-01	-1.205140813835275715e+00
-4.634002044118653574e-01	-5.860718842615199042e-01
-3.968300715805366807e-01	1.326011075524321958e+00
-3.680735856295748176e-01	-2.776831375371870969e-01
-2.675390993128610173e-01	-6.472527906683649412e-01
-2.174982851777464421e-01	-4.805757861547906712e-02
-1.897607298313500335e-01	1.213353910926844526e+00
-9.409446751420853794e-02	-2.330461370736433280e-01
-3.805328426333502018e-02	-1.456642358555419792e+00
4.175728570144610421e-03	-1.257515244885649475e+00
9.621912651552158580e-02	-9.810990422360085783e-02
1.269002591639680211e-01	-6.552662451096503693e-01
1.660724801837764331e-01	-6.297493732310005532e-01
2.846080738477420047e-01	-5.496893114455339013e-01
3.416681877031684245e-01	-4.585181941854330478e-01
3.964640113262467014e-01	-1.019841180874470066e+00
4.149179767199580038e-01	4.732726184945186265e-01
5.188488983852190817e-01	-1.710503030964989624e-01
5.428503748482172986e-01	-9.062507927690661713e-01
5.867776053559642380e-01	-9.720715287293957285e-01
6.918406721373994150e-01	-6.724454440513033537e-01
7.655433192006612098e-01	1.060024850441744437e+00
8.023380354764877431e-01	3.534037830329859187e-01
8.640399443082567021e-01	1.312428949352651086e+00
9.458940362080168196e-01	-1.163505025122567149e+00
9.558569132303913474e-01	1.498383810367946434e-01
1.055938541500633043e+00	-6.199459260002353200e-02
1.115149731076798822e+00	1.358069274620489431e+00
1.140509781679213352e+00	3.243818463358406068e-01
1.226666025020452633e+00	-1.363736234210165321e+00
1.285311142038537691e+00	-6.221302385817946146e-01
1.318709422965829603e+00	2.358088583724511078e-01
1.361504508357402665e+00	4.475717307128992961e-01
1.491474767694767500e+00	-5.074269923965202267e-01
1.503022647879800777e+00	1.117109212341971913e+00
1.604462850289458897e+00	4.351375132692848480e-01
1.665032614005041323e+00	-9.901226125446487281e-01
-1.884015896193538486e+00	-2.669707831856600322e-01
2.127168589703562485e-01	-2.617962340874572025e+00
1.811305763015403247e+00	1.176809228863001655e+00
5.007345765263462312e-01	3.151821246133912346e+00
