0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	-1.464704977579194267e-01
0.000000000000000000e+00	1.162790697674418450e-01	1.000000000000000000e+00	-1.628029298025370775e-01
0.000000000000000000e+00	2.325581395348836899e-01	1.578973905770340580e-01	-1.393044949459966431e-01
0.000000000000000000e+00	2.325581395348836899e-01	1.000000000000000000e+00	-1.734027266592088057e-01
0.000000000000000000e+00	5.813953488372092249e-01	5.789573819120763520e-01	-2.130977538116749503e-01
0.000000000000000000e+00	6.976744186046511809e-01	2.631635907951696551e-01	-2.115679804609492398e-01
0.000000000000000000e+00	8.139534883720929148e-01	7.935619445093022861e-06	-1.460221075356668563e-01
0.000000000000000000e+00	9.999999999999998890e-01	7.894801363582841791e-01	-1.388334122870600040e-01
1.111111111111111188e-01	1.162790697674418450e-01	8.947382797211959060e-01	-7.210291711948788040e-02
1.111111111111111188e-01	2.325581395348836899e-01	5.789488242627446324e-01	-9.535801548348682433e-02
1.111111111111111188e-01	3.488372093023255904e-01	5.789506233115254696e-01	-1.050046027896927581e-01
1.111111111111111188e-01	4.651162790697673799e-01	1.579003093373066435e-01	-9.145872657854473009e-02
1.111111111111111188e-01	6.976744186046511809e-01	8.947376558278814507e-01	-1.149609902432419811e-01
1.111111111111111188e-01	9.069767441860464574e-01	1.579012466230510503e-01	-9.078277304712289997e-02
2.222222222222222376e-01	1.162790697674418450e-01	6.864677880594194370e-06	1.308034766725362230e-01
2.222222222222222376e-01	1.162790697674418450e-01	1.579012466230510781e-01	5.789707781771354783e-02
2.222222222222222376e-01	2.325581395348836899e-01	7.929454641557309724e-06	1.173960096894611921e-01
2.222222222222222376e-01	4.651162790697673799e-01	8.947304587892931371e-01	8.652108754553905837e-03
2.222222222222222376e-01	5.813953488372092249e-01	8.947411125025963585e-01	1.331901240022936340e-03
2.222222222222222376e-01	6.976744186046511809e-01	2.631635907951696551e-01	-3.895937903857039919e-02
2.222222222222222376e-01	8.139534883720929148e-01	3.684239490820377383e-01	-3.605850006635731575e-02
2.222222222222222376e-01	9.069767441860464574e-01	1.579036537473989532e-01	6.789001933742138534e-04
3.333333333333333148e-01	0.000000000000000000e+00	9.571440793852692419e-06	2.409134854884800170e-01
3.333333333333333148e-01	0.000000000000000000e+00	7.894746421736098529e-01	1.729260319452819994e-01
3.333333333333333148e-01	4.651162790697673660e-02	5.789474471411654166e-01	1.463353915109492920e-01
3.333333333333333148e-01	4.651162790697673660e-02	1.000000000000000000e+00	1.867555388643497849e-01
3.333333333333333148e-01	1.162790697674418450e-01	9.637291398002789666e-06	2.420825896342476413e-01
3.333333333333333148e-01	1.162790697674418450e-01	1.578993396965261420e-01	1.703235251755934043e-01
3.333333333333333148e-01	2.325581395348836899e-01	5.789462546730457237e-01	1.410477097945521396e-01
3.333333333333333148e-01	3.488372093023255904e-01	1.000000000000000000e+00	1.722519413409302480e-01
3.333333333333333148e-01	4.651162790697674354e-01	2.631635907951696551e-01	1.023230887676639389e-01
3.333333333333333148e-01	6.976744186046511809e-01	8.574435375240108126e-06	1.437332971175229734e-01
3.333333333333333148e-01	8.139534883720929148e-01	3.684248685497356068e-01	8.306992063826042216e-02
4.444444444444444753e-01	4.651162790697673799e-01	8.947358692170792605e-01	2.883458162424820670e-01
4.444444444444444753e-01	5.813953488372092249e-01	5.789555867437851111e-01	2.516781255643696924e-01
4.444444444444444753e-01	5.813953488372092249e-01	1.000000000000000000e+00	2.977838140044203330e-01
4.444444444444444753e-01	6.976744186046511809e-01	1.000000000000000000e+00	2.944509757105417402e-01
4.444444444444444753e-01	8.139534883720929148e-01	1.000000000000000000e+00	2.992168304820323477e-01
4.444444444444444753e-01	9.999999999999998890e-01	8.947351842426325419e-01	3.177420224168536755e-01
5.555555555555555802e-01	0.000000000000000000e+00	1.579020338475345675e-01	4.132918021800044417e-01
5.555555555555555802e-01	4.651162790697673660e-02	7.894757257068478751e-01	4.554990032371702968e-01
5.555555555555555802e-01	2.325581395348836899e-01	3.684249166016663191e-01	4.005297520572822512e-01
5.555555555555555802e-01	5.813953488372092249e-01	1.579019896102800413e-01	3.679095207669750844e-01
5.555555555555555802e-01	5.813953488372092249e-01	3.684274209417462420e-01	3.647959401486688402e-01
5.555555555555555802e-01	5.813953488372092249e-01	7.895080030938379512e-01	4.368061493465091316e-01
5.555555555555555802e-01	6.976744186046511809e-01	7.894753116557627903e-01	4.331847088502182586e-01
5.555555555555555802e-01	8.139534883720929148e-01	1.579000904720697096e-01	3.569856454539286350e-01
5.555555555555555802e-01	8.139534883720929148e-01	3.684351841751391521e-01	3.634866583762721426e-01
5.555555555555555802e-01	8.139534883720929148e-01	7.894822485616509455e-01	4.378518114107918802e-01
5.555555555555555802e-01	9.069767441860464574e-01	1.578998448633109064e-01	3.733184575624519108e-01
6.666666666666666297e-01	0.000000000000000000e+00	8.256387281711796700e-06	6.033731491427749560e-01
6.666666666666666297e-01	4.651162790697674354e-02	2.631635907951696551e-01	5.454220208244753287e-01
6.666666666666666297e-01	4.651162790697673660e-02	3.684250509594934053e-01	5.431475832256270619e-01
6.666666666666666297e-01	4.651162790697673799e-01	3.684259349672883155e-01	5.333302911892335851e-01
6.666666666666666297e-01	5.813953488372092249e-01	1.578997106584190402e-01	5.162171573853949758e-01
6.666666666666666297e-01	6.976744186046511809e-01	8.651875747618664736e-06	5.375418324691892957e-01
7.777777777777777901e-01	1.162790697674418589e-01	2.631635907951696551e-01	6.836519861029137779e-01
7.777777777777777901e-01	2.325581395348836899e-01	8.947413483166067882e-01	7.686268563428625411e-01
7.777777777777777901e-01	2.325581395348836899e-01	1.000000000000000000e+00	7.742952062257457690e-01
7.777777777777777901e-01	5.813953488372092249e-01	3.684165451370728372e-01	6.632379411815637615e-01
7.777777777777777901e-01	5.813953488372092249e-01	7.894721817123575569e-01	7.546376544402174646e-01
7.777777777777777901e-01	6.976744186046511809e-01	1.000000000000000000e+00	7.706226644911347012e-01
7.777777777777777901e-01	8.139534883720929148e-01	2.631635907951696551e-01	6.514910718486524033e-01
7.777777777777777901e-01	8.139534883720929148e-01	1.000000000000000000e+00	7.780850421050835575e-01
7.777777777777777901e-01	9.999999999999998890e-01	1.579079965890117232e-01	6.741218347358539642e-01
7.777777777777777901e-01	9.999999999999998890e-01	8.947342808449012530e-01	7.868026365480946804e-01
8.333333333333333703e-01	0.000000000000000000e+00	5.789520025531842418e-01	7.679012519755983313e-01
8.333333333333333703e-01	4.651162790697673660e-02	7.894814972887602700e-01	8.172031041222460601e-01
8.333333333333333703e-01	2.325581395348836899e-01	1.579024040898342196e-01	7.466704631815032078e-01
8.333333333333333703e-01	4.651162790697673799e-01	1.008849794754962392e-05	7.501421425509913199e-01
8.333333333333333703e-01	4.651162790697673799e-01	7.894759854080698469e-01	8.193667513893451160e-01
8.333333333333333703e-01	5.813953488372093359e-01	2.631635907951696551e-01	7.089472011672875995e-01
8.333333333333333703e-01	6.976744186046511809e-01	8.947348691930485654e-01	8.208924614833971178e-01
8.333333333333333703e-01	9.069767441860464574e-01	7.894725711268787416e-01	8.382063623893334370e-01
8.888888888888889506e-01	1.162790697674418450e-01	8.947379160490964711e-01	8.724085747230775345e-01
8.888888888888889506e-01	2.325581395348837177e-01	2.631635907951696551e-01	7.879640536286504071e-01
8.888888888888889506e-01	3.488372093023255904e-01	8.947340894061099892e-01	8.772927961545069486e-01
8.888888888888889506e-01	4.651162790697673799e-01	1.579019251242977651e-01	7.642211222624243350e-01
8.888888888888889506e-01	5.813953488372092249e-01	7.894753116557624573e-01	8.700112459088921169e-01
8.888888888888889506e-01	6.976744186046511809e-01	5.789459855909380170e-01	8.321156483300861106e-01
8.888888888888889506e-01	9.999999999999998890e-01	0.000000000000000000e+00	7.914041137895634348e-01
9.444444444444444198e-01	0.000000000000000000e+00	5.789520774657174185e-01	8.571303893218131797e-01
9.444444444444444198e-01	2.325581395348836899e-01	1.130751269478452725e-05	8.538825702077910140e-01
9.444444444444444198e-01	2.325581395348836899e-01	8.947483872713447584e-01	9.195879741457149148e-01
9.444444444444444198e-01	4.651162790697673799e-01	1.579067036877498942e-01	7.998275827459645493e-01
9.444444444444444198e-01	6.976744186046511809e-01	9.809087259005089265e-06	7.976202796989235733e-01
9.444444444444444198e-01	6.976744186046511809e-01	5.789478516816775056e-01	8.751211892614660925e-01
9.444444444444444198e-01	6.976744186046511809e-01	7.894716161492988382e-01	9.181736321145167468e-01
1.000000000000000000e+00	0.000000000000000000e+00	3.684289157282490401e-01	8.298486744917208391e-01
1.000000000000000000e+00	1.162790697674418589e-01	2.631635907951696551e-01	8.428872660281733209e-01
1.000000000000000000e+00	2.325581395348836899e-01	9.841486706990698607e-06	8.747777088256409872e-01
1.000000000000000000e+00	2.325581395348836899e-01	5.789488137785252508e-01	9.149030202170113091e-01
1.000000000000000000e+00	3.488372093023255904e-01	1.578988203778637633e-01	8.421555789841714823e-01
1.000000000000000000e+00	3.488372093023255904e-01	5.789494101889318678e-01	9.123238613987176837e-01
1.000000000000000000e+00	9.069767441860464574e-01	2.631635907951696551e-01	8.551584542888640561e-01
1.000000000000000000e+00	9.069767441860464574e-01	3.684259349672882600e-01	8.738445238622993827e-01
1.000000000000000000e+00	9.069767441860464574e-01	7.894818478626721703e-01	9.780427355270617795e-01
1.000000000000000000e+00	9.069767441860464574e-01	1.000000000000000000e+00	9.935054547013630888e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.631635907951696551e-01	8.720130079579156979e-01
1.000000000000000000e+00	9.999999999999998890e-01	1.000000000000000000e+00	1.007868457658140482e+00
