-8.442770089216818930e-01 6.834199146117448942e-01 6.306035950388211297e-01 -2.584992634254146271e-01 -3.553098377040069256e-01
-7.395416284982894162e-01 -3.339764963768031558e-01 -5.886466907972691676e-01 -4.444349713636884802e-01 6.373996562251361686e-01
-5.150680042963411420e-01 4.628161514876093507e-01 -7.780282569940766280e-02 -6.433634621289339162e-01 4.135868472226901238e-01
-4.406294528764328478e-01 3.324577149739224025e-01 -8.616546102532287588e-01 9.715737999692533045e-01 8.944210935694719700e-01
-1.640842213380636627e-01 -2.205914480016399892e-01 -8.837095858436352369e-01 4.515945418147651047e-01 3.005756008966532500e-01
1.142785309760315782e-01 -7.276756190333373286e-01 7.263643676508308999e-01 5.881967556267924113e-01 -4.961991843830084181e-01
4.124422498388581326e-01 1.661936175904118462e-01 -4.625547427479026474e-02 2.098091347423292063e-01 -8.797172229087180106e-02
4.895789974042389359e-01 -4.114269347370239638e-01 8.286946716491105924e-01 -1.157134313072845089e-01 -2.067782338568903144e-01
7.830070295313807938e-01 -9.518494584052376029e-01 3.912443397178027027e-01 2.467223883091316239e-01 3.866380863666329937e-02
9.847133071305188556e-01 8.565805728433785182e-01 -4.640580211376210684e-01 -9.065311898964699688e-01 9.409306165983156722e-01
-9.999858098634859527e-01 -8.843511785989207619e-01 8.219377553910515166e-01 -4.483368179815485077e-01 -5.891336337137867973e-01
-1.971416081503239992e-01 -9.999709913408799666e-01 7.905638473960259482e-02 -6.861383516857708642e-01 9.500364201493269323e-02
-9.971896477550904470e-01 -5.237137722081269819e-02 -1.102608569588226617e+00 6.031337719948897114e-01 -9.325674405210303552e-01
3.424393453464795734e-01 -1.934126783487387924e-01 6.276412562882298651e-01 -9.999888060493967723e-01 -4.095997480852676120e-01
3.728046142607774893e-01 -4.937771573936817759e-01 1.692659015123645083e-01 3.863123906793167195e-01 -9.532046015604940248e-01
9.999806114598244200e-01 -9.501608567587740417e-01 -1.712060234995911034e-01 -9.893058735693401884e-01 -1.454695599848921939e-01
1.276858762972452044e-01 9.999815778666707455e-01 -7.042160090869219458e-01 -3.518756929832779767e-01 4.321242900233925877e-01
9.741487016614231997e-01 7.803196257396908253e-01 1.013714859934818691e+00 -2.502412747665487824e-01 1.013219776875089045e-01
5.837987141880773834e-01 4.668052985189731774e-01 3.849442250330588067e-01 9.999858601197567642e-01 2.977536400675632744e-01
-7.701588294565850923e-01 8.893045804696241285e-01 6.225632687952595834e-01 -4.577846055287539823e-02 1.046497080365488053e+00
