-9.712730374125929655e-01 3.060528607595992545e-01 8.526539856945869467e-01 3.240824727488735846e-01 -1.597626971894721137e-01
-9.571920473670796348e-01 5.445557302481126571e-01 -9.715980022187640230e-01 4.266501114030010200e-01 -5.286495053436632841e-01
-7.461799323365272407e-01 5.744754752668189690e-01 -3.822146690126964064e-01 -8.657981295160210866e-02 3.425532592719099378e-01
-6.309667757062367155e-01 -5.088697690143008101e-01 -6.531495474696488168e-01 -7.603063341977758238e-01 5.639094314913667416e-01
-4.642801169323929056e-01 -9.577471108408888156e-01 -5.182038877918854203e-01 -2.443762595976171070e-01 -1.545675442515860309e-01
-4.266527514718204683e-01 -2.120458522329852213e-01 9.279622591872085380e-01 8.091563682976643523e-01 -1.444905144332654379e-01
-2.947751738403305843e-01 -3.583331772772516688e-01 -5.124988581827327749e-02 5.873316772493908378e-01 -2.164943719404791578e-01
-2.579270488511088422e-01 -5.185798067180065196e-01 -1.530139915684721741e-01 5.731378565012206217e-01 -4.238881909678732240e-01
-7.334332065559368008e-02 9.351672952835136110e-01 -7.984743529683111518e-01 1.647468352971872552e-01 5.175386479924760641e-01
-5.843108337196867286e-02 1.567832747063891974e-01 6.873625931970583913e-01 -3.769853615308415007e-01 -2.748773866573837044e-01
3.947787354963849804e-02 -7.390496455605457538e-01 -8.566052075485827144e-01 -6.200136216641458642e-01 2.314183616617412342e-01
1.745106048570558288e-01 1.133803480929274077e-02 1.543043645457897739e-01 -9.971231823658174287e-01 5.010594754344943613e-02
2.967843826673376428e-01 -4.212841689305057979e-02 -2.595093951097804386e-02 -9.409631823751463120e-02 -7.267597825284545232e-01
3.534350502921069781e-01 7.814806336858001190e-01 1.569448341032255723e-01 5.539629969360104766e-02 -8.466790114988409499e-01
4.440229126821265693e-01 6.882448087539217996e-01 5.324692832966582134e-01 -4.453382152135884064e-01 5.013989155648296281e-01
5.284470095050924909e-01 -6.898899361153179033e-01 6.826514907199949800e-01 9.233350311349286521e-01 6.746794509207098001e-01
7.066864294537479330e-01 3.321128840431736284e-01 -2.996103366783813282e-01 1.540461105939998632e-01 5.536602723268239101e-01
7.576635891642732323e-01 -7.504409774116723719e-01 5.692414425552185797e-01 7.585132315522429280e-01 -1.700860978560000403e-01
9.343915299540402897e-01 5.777848974009380800e-02 -7.971699507292607789e-01 -9.117061861125239641e-01 -6.677360480016172328e-01
9.760048705449179129e-01 6.166216724918328618e-01 3.825056940929025817e-01 -5.816594279954931945e-01 4.850844331990614711e-01
-9.999858098634859527e-01 -8.843511785989207619e-01 8.219377553910515166e-01 -4.483368179815485077e-01 -5.891336337137867973e-01
-1.971416081503239992e-01 -9.999709913408799666e-01 7.905638473960259482e-02 -6.861383516857708642e-01 9.500364201493269323e-02
-9.971896477550904470e-01 -5.237137722081269819e-02 -1.102608569588226617e+00 6.031337719948897114e-01 -9.325674405210303552e-01
3.424393453464795734e-01 -1.934126783487387924e-01 6.276412562882298651e-01 -9.999888060493967723e-01 -4.095997480852676120e-01
3.728046142607774893e-01 -4.937771573936817759e-01 1.692659015123645083e-01 3.863123906793167195e-01 -9.532046015604940248e-01
9.999806114598244200e-01 -9.501608567587740417e-01 -1.712060234995911034e-01 -9.893058735693401884e-01 -1.454695599848921939e-01
1.276858762972452044e-01 9.999815778666707455e-01 -7.042160090869219458e-01 -3.518756929832779767e-01 4.321242900233925877e-01
9.741487016614231997e-01 7.803196257396908253e-01 1.013714859934818691e+00 -2.502412747665487824e-01 1.013219776875089045e-01
5.837987141880773834e-01 4.668052985189731774e-01 3.849442250330588067e-01 9.999858601197567642e-01 2.977536400675632744e-01
-7.701588294565850923e-01 8.893045804696241285e-01 6.225632687952595834e-01 -4.577846055287539823e-02 1.046497080365488053e+00
