-3.199091043416333324e+00	-2.176813810765815482e+00
-3.144181772638309891e+00	-2.176813810765815482e+00
-3.089272501860274467e+00	-2.176813810765815482e+00
-3.034363231082251033e+00	-2.176813810765815482e+00
-2.979453960304215610e+00	-2.176813810765815482e+00
-2.924544689526192176e+00	-2.176813810765815482e+00
-2.869635418748156752e+00	-2.176813810765815482e+00
-2.814726147970133763e+00	-2.176813810765815482e+00
-2.759816877192097895e+00	-2.176813810765815482e+00
-2.704907606414074905e+00	-2.176813810765815482e+00
-2.649998335636039481e+00	-2.176813810765815482e+00
-2.595089064858016048e+00	-2.176813810765815482e+00
-2.540179794079980624e+00	-2.176813810765815482e+00
-2.485270523301957191e+00	-2.176813810765815482e+00
-2.430361252523921767e+00	-2.176813810765815482e+00
-2.375451981745898333e+00	-2.176813810765815482e+00
-2.320542710967862909e+00	-2.176813810765815482e+00
-2.265633440189839476e+00	-2.176813810765815482e+00
-2.210724169411804052e+00	-2.176813810765815482e+00
-2.155814898633780619e+00	-2.176813810765815482e+00
-2.100905627855745195e+00	-2.176813810765815482e+00
-2.045996357077721761e+00	-2.176813810765815482e+00
-1.991087086299698550e+00	-2.176813810765815482e+00
-1.936177815521662904e+00	-2.176813810765815482e+00
-1.881268544743639692e+00	-2.176813810765815482e+00
-1.826359273965604268e+00	-2.176813810765815482e+00
-1.771450003187580835e+00	-2.176813810765815482e+00
-1.716540732409545411e+00	-2.176813810765815482e+00
-1.661631461631521978e+00	-2.176813810765815482e+00
-1.606722190853486554e+00	-2.176813810765815482e+00
-1.551812920075463120e+00	-2.176813810765815482e+00
-1.496903649297427696e+00	-2.176813810765815482e+00
-1.441994378519404263e+00	-2.176813810765815482e+00
-1.387085107741368839e+00	-2.176813810765815482e+00
-1.332175836963345628e+00	-2.176813810765815482e+00
-1.277266566185309982e+00	-2.176813810765815482e+00
-1.222357295407286770e+00	-2.176813810765815482e+00
-1.167448024629251346e+00	-2.176813810765815482e+00
-1.112538753851227913e+00	-2.176813810765815482e+00
-1.057629483073192489e+00	-2.176813810765815482e+00
-1.002720212295169055e+00	-2.176813810765815482e+00
-9.478109415171457330e-01	-2.176813810765815482e+00
-8.929016707391103091e-01	-2.176813810765815482e+00
-8.379923999610868757e-01	-2.176813810765815482e+00
-7.830831291830514518e-01	-2.176813810765815482e+00
-7.281738584050280183e-01	-2.176813810765815482e+00
-6.732645876269925944e-01	-2.176813810765815482e+00
