-1.654797243066909784e+00	-1.667925136858408319e-01	-6.425687882509897308e-01	9.061614685022179039e-01	3.803636172736707954e-01	-1.938816847940335597e+00	8.546293943597622622e-01
-1.474040341076960692e+00	-6.139217427609966471e-01	-7.251520009368122022e-01	6.043158958731733588e-01	-4.395051296401375485e-01	7.253348667382907289e-01	2.035983958893718526e+00
-1.439821712363753337e+00	-4.468696954460758541e-01	7.975682464612496858e-01	-4.183952189009333411e-01	1.487577246623777161e-01	-1.192652772514235071e+00	-1.299748697863692071e+00
-1.328724445609379634e+00	-1.280681363118257199e+00	1.046543585852273139e+00	-7.237210261616482398e-01	1.987120056021354428e-02	-2.629400932720820164e-02	-3.646942212392437210e-01
-1.303823782709449430e+00	-2.858133859800032761e-02	-2.942616823053659236e-02	1.664659090267418540e+00	9.460379907726125248e-01	-6.751187570352150669e-01	6.708355435519383070e-01
-1.289403843990811982e+00	-4.812862109701496749e-01	9.320193071474711655e-01	2.115648344711352491e-01	-3.203319972248069858e-01	8.980138716388081921e-01	-7.138655731499693458e-01
-1.202652238077124291e+00	1.679650630523970456e+00	-1.242592599192396063e+00	6.596874140112806151e-01	-6.854238927276713744e-02	-8.114771851575003359e-01	-1.385058381614613365e+00
-1.194101736176807593e+00	1.053857989973359555e+00	-6.728356122988288224e-01	-4.328627746391794373e-01	-6.103734286729790570e-01	-9.730502465490193931e-01	1.695946595590946737e+00
-1.169925900352033921e+00	1.061389354753530467e+00	6.621966226691682333e-01	-7.652715212830317748e-01	5.477436684274787915e-01	1.192575572740120160e+00	3.408218041333559989e-01
-9.553597559785698135e-01	-1.634937932993758780e+00	-1.071624152499478067e+00	-7.177651980129713394e-01	-6.412848046445598360e-01	3.974979616020210549e-01	-6.363246712106830349e-01
-8.646017282819751237e-01	-7.755849168511594893e-01	2.278567684857032205e+00	4.847851971177577490e-01	-1.523234025054899521e-01	-1.014141026997284589e+00	-3.706378158389841970e-01
-8.565903300342645466e-01	1.745055065577388653e+00	1.477772695816362281e-01	-1.618696114373038508e+00	-1.336883412747692068e+00	-4.316082312838014357e-01	1.364130008893007784e-01
-8.409714999950228531e-01	5.433164901930431778e-01	-9.078687716811745245e-01	-3.416831018324514857e-01	-1.818976054265825537e+00	-1.908958426001330644e-01	-1.516434853414173167e+00
-8.069602743834183300e-01	-4.822671083580162832e-01	-7.924649916814004991e-01	-9.285361491892089036e-01	1.355795133246863848e+00	-7.771222683836251366e-02	-7.763062762134913530e-01
-7.426363920945694419e-01	2.129421292623579279e-02	2.749331407714682984e-01	1.726075496757579542e+00	1.136129328828327401e+00	-9.755122476262791109e-03	8.540541511358865634e-01
-7.380821948429362456e-01	6.013110356466371265e-01	-1.531246581743303858e+00	2.005507836311742065e-01	1.134169619836087051e-01	-1.141400128038693618e+00	6.349897953233676340e-01
-7.321715664124150980e-01	-1.507138570597850169e+00	-9.523295461683620733e-01	3.851026677246814356e-01	-7.960158425317882536e-01	5.595650495719940443e-01	-1.279930896863164073e-02
-7.294702668769702525e-01	1.446293721116737041e+00	-6.264291295534440973e-02	5.911181775563784102e-01	-9.916267500752777853e-01	-1.423747579377864225e+00	-9.087040938561850023e-01
-7.041013208190042283e-01	6.205372731374609874e-01	6.464659308180734643e-01	-1.470786025803375363e+00	1.297604088545508016e+00	1.281126975771992527e+00	6.861384267862563613e-01
-6.733565141213138094e-01	1.008035100238659831e+00	9.559801922988339085e-01	1.283910612945734941e+00	-4.825681542943687230e-01	7.954906346427108588e-01	-4.972189950186143292e-01
-6.084769071604200219e-01	-1.432043573767153966e+00	5.605725334325416531e-01	-1.186382362913251942e+00	-1.497543188202422382e+00	1.369344541123203474e+00	1.225246953006476014e+00
-5.590629265197968323e-01	-1.912661566175557049e+00	2.035641974529786291e-01	-8.446843788133162785e-04	1.438803026633372895e+00	3.904236492806006376e-01	3.648633729441199125e-01
