0.000000000000000000e+00	6.096000000000000307e-01	2.999999999999999889e-01
0.000000000000000000e+00	6.095999999999999197e-01	7.999987850217480378e-01
0.000000000000000000e+00	1.523999999999999799e+00	5.999997360823000614e-01
0.000000000000000000e+00	3.048000000000000043e+00	2.999999999999999889e-01
0.000000000000000000e+00	4.572000000000000064e+00	5.999996621889817083e-01
0.000000000000000000e+00	7.619999999999999218e+00	2.000004939015506134e-01
0.000000000000000000e+00	7.619999999999999218e+00	1.000000000000000000e+00
0.000000000000000000e+00	9.144000000000000128e+00	7.999999999999999334e-01
0.000000000000000000e+00	1.066799999999999926e+01	2.000007799734028757e-01
0.000000000000000000e+00	1.066799999999999926e+01	4.000015599468057514e-01
1.000000000000000056e-01	0.000000000000000000e+00	6.000010376107972609e-01
1.000000000000000056e-01	4.572000000000000064e+00	5.999999999999999778e-01
1.000000000000000056e-01	7.619999999999999218e+00	8.000032853220023776e-01
1.000000000000000056e-01	9.144000000000000128e+00	9.000000000000000222e-01
1.000000000000000056e-01	1.066799999999999926e+01	3.999982703151485075e-01
1.000000000000000056e-01	1.066799999999999926e+01	5.999930812605942521e-01
1.000000000000000056e-01	1.188719999999999999e+01	2.999999999999999889e-01
2.000000000000000111e-01	0.000000000000000000e+00	5.000007211687550190e-02
2.000000000000000111e-01	0.000000000000000000e+00	1.999988461299921361e-01
2.000000000000000111e-01	6.095999999999999197e-01	2.000003040396224618e-01
2.000000000000000111e-01	1.523999999999999799e+00	5.999999999999998668e-01
2.000000000000000111e-01	3.047999999999999599e+00	9.000109699310407940e-01
2.999999999999999889e-01	0.000000000000000000e+00	5.000174903564535284e-02
2.999999999999999889e-01	0.000000000000000000e+00	4.000012720259237819e-01
2.999999999999999889e-01	1.523999999999999799e+00	5.000181159420289539e-02
2.999999999999999889e-01	3.047999999999999599e+00	7.999937746420419105e-01
2.999999999999999889e-01	4.572000000000000064e+00	4.999887653072689758e-02
2.999999999999999889e-01	4.572000000000000064e+00	2.999999999999999889e-01
2.999999999999999889e-01	4.572000000000000064e+00	1.000000000000000000e+00
2.999999999999999889e-01	6.095999999999999197e+00	5.000238447231628719e-02
2.999999999999999889e-01	6.095999999999999197e+00	8.000037091791587507e-01
2.999999999999999889e-01	7.619999999999999218e+00	3.999967949231582054e-01
2.999999999999999889e-01	9.144000000000000128e+00	5.999975943804728429e-01
2.999999999999999889e-01	1.188719999999999999e+01	2.999999999999999889e-01
2.999999999999999889e-01	1.310639999999999894e+01	1.999970223029509109e-01
4.000000000000000222e-01	6.095999999999999197e-01	1.000000000000000000e+00
4.000000000000000222e-01	1.524000000000000021e+00	2.999999999999999889e-01
4.000000000000000222e-01	3.047999999999999599e+00	8.999973024493758134e-01
4.000000000000000222e-01	4.572000000000000064e+00	3.999990377236389838e-01
4.000000000000000222e-01	6.095999999999999197e+00	8.000079207024533012e-01
4.000000000000000222e-01	7.619999999999999218e+00	9.000121250496789793e-01
4.000000000000000222e-01	9.144000000000000128e+00	5.999991571565832515e-01
4.000000000000000222e-01	1.066799999999999926e+01	2.000042602819241677e-01
4.000000000000000222e-01	1.310639999999999894e+01	8.999976519758625670e-01
5.000000000000000000e-01	0.000000000000000000e+00	5.000065438541048679e-02
5.000000000000000000e-01	6.096000000000000307e-01	2.999999999999999889e-01
5.000000000000000000e-01	6.095999999999999197e-01	5.999968531874262379e-01
5.000000000000000000e-01	1.523999999999999799e+00	3.999987247852856975e-01
5.000000000000000000e-01	4.572000000000000064e+00	6.000045825197239946e-01
5.000000000000000000e-01	6.095999999999999197e+00	9.000002983017679759e-01
5.000000000000000000e-01	7.619999999999999218e+00	5.000194106914085390e-02
5.000000000000000000e-01	7.619999999999999218e+00	2.000007058433239393e-01
5.000000000000000000e-01	9.144000000000000128e+00	5.999913098264139100e-01
5.000000000000000000e-01	1.188719999999999999e+01	1.999986683179524605e-01
5.999999999999999778e-01	1.523999999999999799e+00	6.000040743616268379e-01
5.999999999999999778e-01	3.047999999999999599e+00	3.999974230789052343e-01
5.999999999999999778e-01	3.047999999999999599e+00	8.000077307632840196e-01
5.999999999999999778e-01	4.572000000000000064e+00	4.000005324714396848e-01
5.999999999999999778e-01	4.572000000000000064e+00	1.000000000000000000e+00
5.999999999999999778e-01	7.619999999999999218e+00	1.000000000000000000e+00
6.999999999999999556e-01	3.047999999999999599e+00	7.999935238927878833e-01
6.999999999999999556e-01	4.572000000000000064e+00	2.999999999999999889e-01
6.999999999999999556e-01	6.096000000000000085e+00	2.999999999999999889e-01
6.999999999999999556e-01	7.619999999999999218e+00	4.999888494904206754e-02
6.999999999999999556e-01	9.144000000000000128e+00	2.000044038313331940e-01
7.500000000000000000e-01	0.000000000000000000e+00	4.999847132867742822e-02
7.500000000000000000e-01	6.095999999999999197e-01	1.000000000000000000e+00
7.500000000000000000e-01	3.047999999999999599e+00	5.999868047766705459e-01
7.500000000000000000e-01	4.572000000000000064e+00	6.000011162551868171e-01
7.500000000000000000e-01	6.095999999999999197e+00	6.000076808356752389e-01
7.500000000000000000e-01	7.619999999999999218e+00	1.999985065822388608e-01
7.500000000000000000e-01	7.619999999999999218e+00	1.000000000000000000e+00
7.500000000000000000e-01	9.144000000000000128e+00	5.000352976474114336e-02
7.500000000000000000e-01	1.066799999999999926e+01	8.000032204736240438e-01
7.500000000000000000e-01	1.188719999999999999e+01	5.000065088064156033e-02
7.500000000000000000e-01	1.310639999999999894e+01	8.999881624117114232e-01
8.000000000000000444e-01	0.000000000000000000e+00	5.000168302945293131e-02
8.000000000000000444e-01	1.523999999999999799e+00	4.000014832723954861e-01
8.000000000000000444e-01	4.572000000000000064e+00	2.000039528146864976e-01
8.000000000000000444e-01	4.572000000000000064e+00	7.999875768681284915e-01
8.000000000000000444e-01	1.066799999999999926e+01	1.999978969174066035e-01
8.000000000000000444e-01	1.066799999999999926e+01	3.999905361283300209e-01
8.000000000000000444e-01	1.188719999999999999e+01	1.999936238722225257e-01
8.000000000000000444e-01	1.188719999999999999e+01	1.000000000000000000e+00
8.000000000000000444e-01	1.310639999999999894e+01	9.000069573821689595e-01
8.499999999999999778e-01	0.000000000000000000e+00	7.999995395142796006e-01
8.499999999999999778e-01	3.047999999999999599e+00	6.000011327722334364e-01
8.499999999999999778e-01	4.572000000000000064e+00	1.999994293475159113e-01
8.499999999999999778e-01	6.095999999999999197e+00	1.000000000000000000e+00
8.499999999999999778e-01	7.619999999999999218e+00	6.000082160676408760e-01
8.499999999999999778e-01	1.310639999999999894e+01	4.000015177155344381e-01
8.499999999999999778e-01	1.310639999999999894e+01	5.999984822844655064e-01
8.499999999999999778e-01	1.310639999999999894e+01	9.000053120043709498e-01
9.000000000000000222e-01	6.095999999999999197e-01	4.000048525433395064e-01
9.000000000000000222e-01	7.619999999999999218e+00	6.000000000000003109e-01
9.000000000000000222e-01	1.066799999999999926e+01	2.999999999999999889e-01
9.000000000000000222e-01	1.188719999999999999e+01	3.999999999999999667e-01
9.000000000000000222e-01	1.310639999999999894e+01	2.000015056952925974e-01
9.000000000000000222e-01	1.310640000000000072e+01	2.999999999999999889e-01
9.000000000000000222e-01	1.310639999999999894e+01	6.000045170858772092e-01
