0.000000000000000000e+00	6.095999999999999197e-01	7.999987850217480378e-01
0.000000000000000000e+00	1.523999999999999799e+00	5.000052783539980783e-02
0.000000000000000000e+00	1.523999999999999799e+00	1.999981525761006795e-01
0.000000000000000000e+00	3.047999999999999599e+00	7.999990841819913934e-01
0.000000000000000000e+00	3.047999999999999599e+00	8.999911470925830992e-01
0.000000000000000000e+00	6.095999999999999197e+00	4.999999999999999584e-02
0.000000000000000000e+00	6.095999999999999197e+00	8.999959921446033517e-01
0.000000000000000000e+00	7.619999999999999218e+00	9.000022225569777046e-01
0.000000000000000000e+00	7.619999999999999218e+00	1.000000000000000000e+00
1.000000000000000056e-01	0.000000000000000000e+00	6.000010376107972609e-01
1.000000000000000056e-01	4.572000000000000064e+00	2.999999999999999889e-01
1.000000000000000056e-01	1.066799999999999926e+01	1.000000000000000000e+00
1.000000000000000056e-01	1.188719999999999999e+01	8.999973793862522387e-01
2.000000000000000111e-01	0.000000000000000000e+00	7.999997115324980479e-01
2.000000000000000111e-01	3.047999999999999599e+00	6.000003782734840696e-01
2.000000000000000111e-01	4.572000000000000064e+00	4.000016529847739144e-01
2.000000000000000111e-01	9.144000000000000128e+00	9.000018668906936137e-01
2.000000000000000111e-01	1.066799999999999926e+01	2.999999999999999889e-01
2.000000000000000111e-01	1.188719999999999999e+01	8.999988566070956653e-01
2.999999999999999889e-01	0.000000000000000000e+00	2.999999999999999889e-01
2.999999999999999889e-01	6.095999999999999197e-01	5.000142487632910915e-02
2.999999999999999889e-01	6.095999999999999197e-01	9.000005028975279764e-01
2.999999999999999889e-01	6.095999999999999197e-01	1.000000000000000000e+00
2.999999999999999889e-01	3.047999999999999599e+00	5.999958497613613329e-01
2.999999999999999889e-01	3.047999999999999599e+00	7.999937746420419105e-01
2.999999999999999889e-01	7.619999999999999218e+00	5.999999999999999778e-01
2.999999999999999889e-01	9.144000000000000128e+00	1.999991981268242347e-01
2.999999999999999889e-01	1.066799999999999926e+01	6.000010131045068196e-01
2.999999999999999889e-01	1.188719999999999999e+01	4.000024562631639968e-01
2.999999999999999889e-01	1.188719999999999999e+01	8.000110531842381523e-01
4.000000000000000222e-01	0.000000000000000000e+00	4.999904826342687486e-02
4.000000000000000222e-01	1.523999999999999799e+00	9.000023666211750539e-01
4.000000000000000222e-01	3.047999999999999599e+00	5.999982016329172829e-01
4.000000000000000222e-01	3.047999999999999599e+00	1.000000000000000000e+00
4.000000000000000222e-01	4.572000000000000064e+00	1.999995188618195474e-01
4.000000000000000222e-01	4.572000000000000064e+00	3.999990377236389838e-01
4.000000000000000222e-01	6.095999999999999197e+00	2.000005657644609303e-01
4.000000000000000222e-01	6.095999999999999197e+00	8.999983027066172925e-01
4.000000000000000222e-01	9.144000000000000128e+00	5.999991571565832515e-01
4.000000000000000222e-01	1.066799999999999926e+01	6.000021301409620422e-01
4.000000000000000222e-01	1.066799999999999926e+01	1.000000000000000000e+00
4.000000000000000222e-01	1.310639999999999894e+01	4.000015653494252144e-01
5.000000000000000000e-01	6.095999999999999197e-01	8.000003933515715815e-01
5.000000000000000000e-01	1.523999999999999799e+00	3.999987247852856975e-01
5.000000000000000000e-01	1.523999999999999799e+00	5.999991498568572057e-01
