7.298459999999999948e-01 1.909635999999999889e+00
7.248139999999999583e-01 2.317680000000000184e+00
7.291299999999999448e-01 2.343067000000000011e+00
7.337369999999999726e-01 2.340555000000000163e+00
7.283640000000000114e-01 2.506594999999999906e+00
7.256449999999999845e-01 2.499709999999999877e+00
7.317780000000000395e-01 2.463903999999999872e+00
7.350010000000000154e-01 2.343300999999999856e+00
7.307810000000000139e-01 2.265150000000000219e+00
7.286270000000000246e-01 2.067632000000000136e+00
7.257770000000000055e-01 2.416790000000000216e+00
7.356930000000000414e-01 2.512610000000000010e+00
7.258930000000000105e-01 2.077561999999999909e+00
7.380670000000000286e-01 1.977603000000000000e+00
7.358449999999999713e-01 2.510508000000000184e+00
7.253640000000000088e-01 2.204817999999999945e+00
7.257599999999999607e-01 2.270306999999999853e+00
7.247230000000000061e-01 2.007493999999999890e+00
7.311790000000000234e-01 2.327593999999999941e+00
7.302589999999999915e-01 2.155425000000000146e+00
