-1.484422748858213126e+00	1.835323033824727279e-01
-1.310915694794466457e+00	-2.459867973642236843e-03
-1.147812561524047315e+00	-3.453265743199225302e-01
-9.552316526725234125e-01	6.839154709143147048e-01
-8.049166720438994949e-01	-1.470850755994384418e+00
-4.835872433749301980e-01	-2.598111365009571627e-01
-3.629667866772783857e-01	-2.399318030529323242e-01
-4.770631180441182312e-02	-6.682018648665966065e-01
1.442243519975223986e-01	1.541243567437587059e+00
3.063521176935749546e-01	2.612936803331913360e-01
3.693175133281965672e-01	-3.125713561800342322e-01
6.360263578321930789e-01	-3.165010313550500332e-01
8.474643731216149334e-01	9.976203872409887818e-01
9.737202869156711404e-01	-1.513731595668848795e-01
1.321384640092754248e+00	-1.376837438064884900e+00
1.505837485824484734e+00	3.412763257060879019e-01
-1.833495966309397485e+00	-2.030023664254953508e-01
1.735937534036935959e-01	-2.025505556734154222e+00
1.703837103422533694e+00	9.162248249512328080e-01
4.492976544269166039e-01	2.447266351069066648e+00
